"","Regiao","EstadoSigla","Municipio","Revenda","ValorVenda","ValorCompra","UnidadeMedida","Bandeira"
"256","NE","BA","SERRINHA","MANOEL DE OLIVEIRA BARRETO DE SERRINHA","60","42,06","R$ / 13 kg","BRANCA"
"257","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","42,06","R$ / 13 kg","BRANCA"
"258","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","42,06","R$ / 13 kg","BRANCA"
"259","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","42,06","R$ / 13 kg","BRANCA"
"260","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","42,06","R$ / 13 kg","BRANCA"
"261","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","42,06","R$ / 13 kg","BRANCA"
"262","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","42,06","R$ / 13 kg","BRANCA"
"263","NE","BA","SANTO ANTONIO DE JESUS","JLS DISTRIBUIDORA DE GAS E BEBIDAS LTDA.","57","41,95","R$ / 13 kg","BRANCA"
"264","NE","BA","SANTO ANTONIO DE JESUS","THAM COMERCIAL E DISTRIBUIDORA DE GLP LTDA","57","41,95","R$ / 13 kg","BRANCA"
"265","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"266","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"267","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","65","41,56","R$ / 13 kg","BRANCA"
"268","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"269","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"270","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"271","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"272","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"273","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","41,56","R$ / 13 kg","SUPERGASBRAS ENERGIA"
"274","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"275","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"276","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"277","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"278","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","60","41,56","R$ / 13 kg","SUPERGASBRAS ENERGIA"
"279","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"280","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"281","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","55","41,56","R$ / 13 kg","BRANCA"
"282","NE","BA","SERRINHA","PAULO CESAR GONCALVES ECIA LTDA.","65","41,56","R$ / 13 kg","BRANCA"
"283","NE","BA","TEIXEIRA DE FREITAS","FALCAO E FALCAO LTDA  ME","55","41,5","R$ / 13 kg","BRANCA"
"284","NE","BA","TEIXEIRA DE FREITAS","FALCAO E FALCAO LTDA  ME","55","41,5","R$ / 13 kg","BRANCA"
